Team A,Team A,Team A,Team A,Team A,Team A,Team A,Team A,Team A,Team A,Team A,Team A,Team A,Team A,Team A,Team A,Team A,Team A,Team A,Team A,Team A,Team B,Team B,Team B,Team B,Team B,Team B,Team B,Team B,Team B,Team B,Team B,Team B,Team B,Team B,Team B,Team B,Team B,Team B,Team B,Team B,Team B
Strength of Schedule,Field Goals,Field Goal Attempts,Field Goal Percentage,2 Point Field Goals,2 Point Field Goal Attempts,2 Point Field Goal Percentage, 3 Point Field Goals, 3 Point Field Goals Attempts, 3 Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Points per Game,Strength of Schedule,Field Goals,Field Goal Attempts,Field Goal Percentage,2 Point Field Goals,2 Point Field Goal Attempts,2 Point Field Goal Percentage, 3 Point Field Goals, 3 Point Field Goals Attempts, 3 Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Points per Game
0.5135,769,1952,0.394,574,1314,0.437,195,638,0.306,539,785,0.687,1173,385,195,146,534,691,2272,64.9,7.934,1096,2248,0.488,871,1653,0.527,225,595,0.378,678,938,0.723,1445,531,242,344,445,593,3095,77.4
7.3234,847,1888,0.449,554,1102,0.503,293,786,0.373,503,731,0.688,1173,484,196,96,419,547,2490,73.2,8.0734,858,1900,0.452,673,1343,0.501,185,557,0.332,435,657,0.662,1151,457,199,233,418,492,2336,68.7
3.8033,912,1892,0.482,682,1272,0.536,230,620,0.371,491,656,0.748,1157,485,209,130,403,553,2545,77.1,0.6336,837,2040,0.41,570,1240,0.46,267,800,0.334,507,740,0.685,1115,433,379,131,411,646,2448,68
7.7936,949,1928,0.492,720,1397,0.515,229,531,0.431,655,858,0.763,1130,487,233,115,463,632,2782,77.3,0.0836,970,2045,0.474,805,1540,0.523,165,505,0.327,707,1058,0.668,1352,498,244,154,533,630,2812,78.1
4.3735,942,2062,0.457,651,1263,0.515,291,799,0.364,496,734,0.676,1227,616,299,169,466,604,2671,76.3,5.7336,835,1874,0.446,636,1302,0.488,199,572,0.348,560,810,0.691,1192,422,210,117,468,614,2429,67.5
8.0338,1004,2148,0.467,745,1472,0.506,259,676,0.383,572,759,0.754,1280,570,286,178,522,674,2839,74.7,-1.8735,918,1963,0.468,634,1235,0.513,284,728,0.39,569,783,0.727,1078,500,236,65,370,567,2689,76.8
6.4734,781,1800,0.434,560,1135,0.493,221,665,0.332,474,673,0.704,1050,497,177,114,342,470,2257,66.4,6.2236,899,1986,0.453,723,1485,0.487,176,501,0.351,569,819,0.695,1183,471,216,135,448,665,2543,70.6
-5.1435,902,2030,0.444,648,1304,0.497,254,726,0.35,590,768,0.768,1104,456,269,106,391,629,2648,75.7,8.4034,874,1915,0.456,600,1176,0.51,274,739,0.371,606,864,0.701,1152,423,210,136,415,626,2628,77.3
7.3234,847,1888,0.449,554,1102,0.503,293,786,0.373,503,731,0.688,1173,484,196,96,419,547,2490,73.2,7.934,1096,2248,0.488,871,1653,0.527,225,595,0.378,678,938,0.723,1445,531,242,344,445,593,3095,77.4
7.7936,949,1928,0.492,720,1397,0.515,229,531,0.431,655,858,0.763,1130,487,233,115,463,632,2782,77.3,0.6336,837,2040,0.41,570,1240,0.46,267,800,0.334,507,740,0.685,1115,433,379,131,411,646,2448,68
5.7336,835,1874,0.446,636,1302,0.488,199,572,0.348,560,810,0.691,1192,422,210,117,468,614,2429,67.5,8.0338,1004,2148,0.467,745,1472,0.506,259,676,0.383,572,759,0.754,1280,570,286,178,522,674,2839,74.7
6.2236,899,1986,0.453,723,1485,0.487,176,501,0.351,569,819,0.695,1183,471,216,135,448,665,2543,70.6,-5.1435,902,2030,0.444,648,1304,0.497,254,726,0.35,590,768,0.768,1104,456,269,106,391,629,2648,75.7
7.7936,949,1928,0.492,720,1397,0.515,229,531,0.431,655,858,0.763,1130,487,233,115,463,632,2782,77.3,7.934,1096,2248,0.488,871,1653,0.527,225,595,0.378,678,938,0.723,1445,531,242,344,445,593,3095,77.4
8.0338,1004,2148,0.467,745,1472,0.506,259,676,0.383,572,759,0.754,1280,570,286,178,522,674,2839,74.7,6.2236,899,1986,0.453,723,1485,0.487,176,501,0.351,569,819,0.695,1183,471,216,135,448,665,2543,70.6
8.0338,1004,2148,0.467,745,1472,0.506,259,676,0.383,572,759,0.754,1280,570,286,178,522,674,2839,74.7,7.934,1096,2248,0.488,871,1653,0.527,225,595,0.378,678,938,0.723,1445,531,242,344,445,593,3095,77.4
9.8137,960,2012,0.477,760,1457,0.522,200,555,0.36,531,759,0.7,1302,566,265,157,474,650,2651,71.6,-5.1034,920,1940,0.474,695,1334,0.521,225,606,0.371,704,965,0.73,1167,500,206,113,546,531,2769,81.4
5.2635,933,1899,0.491,748,1388,0.539,185,511,0.362,563,785,0.717,1093,505,278,196,444,665,2614,74.7,4.0534,814,1813,0.449,576,1150,0.501,238,663,0.359,470,653,0.72,994,459,236,99,382,569,2336,68.7
3.3435,876,1898,0.462,612,1199,0.51,264,699,0.378,529,748,0.707,1216,573,240,117,467,609,2545,72.7,0.8734,880,1880,0.468,659,1262,0.522,221,618,0.358,529,790,0.67,1141,476,242,92,440,527,2510,73.8
-1.6833,879,1969,0.446,624,1209,0.516,255,760,0.336,558,731,0.763,1167,455,184,116,388,673,2571,77.9,9.024,963,2281,0.422,730,1548,0.472,233,733,0.318,568,826,0.688,1423,532,353,193,562,706,2727,68.2
-2.5933,811,1732,0.468,572,1128,0.507,239,604,0.396,551,761,0.724,1019,418,276,139,458,592,2412,73.1,5.2332,764,1621,0.471,575,1148,0.501,189,473,0.4,526,685,0.768,939,389,172,60,408,606,2243,70.1
1.5535,977,2099,0.465,744,1420,0.524,233,679,0.343,540,771,0.7,1223,599,296,154,473,637,2727,77.9,7.5035,919,2033,0.452,718,1437,0.5,201,596,0.337,599,831,0.721,1149,580,304,122,461,620,2638,75.4
7.3337,976,2106,0.463,619,1167,0.53,357,939,0.38,499,700,0.713,1180,551,233,124,410,575,2808,75.9,4.2332,721,1576,0.457,566,1107,0.511,155,469,0.33,403,558,0.722,944,394,207,88,367,506,2000,62.5
5.6835,981,1945,0.504,688,1208,0.57,293,737,0.398,559,730,0.766,1025,566,285,97,358,499,2814,80.4,-5.3936,870,1977,0.44,672,1342,0.501,198,635,0.312,544,829,0.656,1186,431,240,169,539,702,2482,68.9
9.8137,960,2012,0.477,760,1457,0.522,200,555,0.36,531,759,0.7,1302,566,265,157,474,650,2651,71.6,4.0534,814,1813,0.449,576,1150,0.501,238,663,0.359,470,653,0.72,994,459,236,99,382,569,2336,68.7
3.3435,876,1898,0.462,612,1199,0.51,264,699,0.378,529,748,0.707,1216,573,240,117,467,609,2545,72.7,9.024,963,2281,0.422,730,1548,0.472,233,733,0.318,568,826,0.688,1423,532,353,193,562,706,2727,68.2
7.5035,919,2033,0.452,718,1437,0.5,201,596,0.337,599,831,0.721,1149,580,304,122,461,620,2638,75.4,-2.5933,811,1732,0.468,572,1128,0.507,239,604,0.396,551,761,0.724,1019,418,276,139,458,592,2412,73.1
-5.3936,870,1977,0.44,672,1342,0.501,198,635,0.312,544,829,0.656,1186,431,240,169,539,702,2482,68.9,7.3337,976,2106,0.463,619,1167,0.53,357,939,0.38,499,700,0.713,1180,551,233,124,410,575,2808,75.9
9.024,963,2281,0.422,730,1548,0.472,233,733,0.318,568,826,0.688,1423,532,353,193,562,706,2727,68.2,9.8137,960,2012,0.477,760,1457,0.522,200,555,0.36,531,759,0.7,1302,566,265,157,474,650,2651,71.6
7.5035,919,2033,0.452,718,1437,0.5,201,596,0.337,599,831,0.721,1149,580,304,122,461,620,2638,75.4,7.3337,976,2106,0.463,619,1167,0.53,357,939,0.38,499,700,0.713,1180,551,233,124,410,575,2808,75.9
9.024,963,2281,0.422,730,1548,0.472,233,733,0.318,568,826,0.688,1423,532,353,193,562,706,2727,68.2,7.3337,976,2106,0.463,619,1167,0.53,357,939,0.38,499,700,0.713,1180,551,233,124,410,575,2808,75.9
-2.7134,920,1907,0.482,697,1278,0.545,223,629,0.355,682,893,0.764,1093,566,283,88,456,612,2745,80.7,8.0237,1006,2156,0.467,773,1488,0.519,233,668,0.349,495,709,0.698,1181,564,338,255,389,574,2742,74.1
7.5333,812,1849,0.439,629,1303,0.483,183,546,0.335,536,799,0.671,1129,468,200,156,474,662,2343,71,3.6134,819,1975,0.415,604,1374,0.44,215,601,0.358,573,779,0.736,1133,374,205,98,377,651,2426,71.4
-1.5631,695,1490,0.466,510,972,0.525,185,518,0.357,458,613,0.747,923,401,184,137,379,473,2033,65.6,8.0436,885,1921,0.461,578,1129,0.512,307,792,0.388,538,770,0.699,1125,458,214,144,465,580,2615,72.6
8.2436,797,1875,0.425,512,1100,0.465,285,775,0.368,425,575,0.739,1112,428,181,126,320,512,2304,64,-3.3832,781,1689,0.462,586,1165,0.503,195,524,0.372,482,672,0.717,949,436,229,115,401,585,2239,70
8.1234,836,1927,0.434,639,1326,0.482,197,601,0.328,601,820,0.733,1118,419,231,125,426,659,2470,72.6,6.2837,924,2194,0.421,664,1431,0.464,260,763,0.341,414,643,0.644,1225,479,298,170,403,570,2522,68.2
7.6235,877,1923,0.456,661,1312,0.504,216,611,0.354,473,669,0.707,1169,427,265,213,550,653,2443,69.8,2.8432,770,1687,0.456,596,1183,0.504,174,504,0.345,540,710,0.761,1038,444,186,133,439,592,2254,70.4
7.5333,838,1914,0.438,664,1331,0.499,174,583,0.298,496,739,0.671,1135,477,210,85,422,555,2346,71.1,3.2533,823,1740,0.473,608,1173,0.518,215,567,0.379,575,803,0.716,1095,455,223,105,433,514,2436,73.8
9.0739,1057,2219,0.476,858,1623,0.529,199,596,0.334,600,846,0.709,1345,568,281,125,449,630,2913,74.7,-2.7233,755,1775,0.425,591,1291,0.458,164,484,0.339,548,762,0.719,1044,393,255,147,443,628,2222,67.3
7.5333,812,1849,0.439,629,1303,0.483,183,546,0.335,536,799,0.671,1129,468,200,156,474,662,2343,71,8.0237,1006,2156,0.467,773,1488,0.519,233,668,0.349,495,709,0.698,1181,564,338,255,389,574,2742,74.1
8.2436,797,1875,0.425,512,1100,0.465,285,775,0.368,425,575,0.739,1112,428,181,126,320,512,2304,64,8.0436,885,1921,0.461,578,1129,0.512,307,792,0.388,538,770,0.699,1125,458,214,144,465,580,2615,72.6
7.6235,877,1923,0.456,661,1312,0.504,216,611,0.354,473,669,0.707,1169,427,265,213,550,653,2443,69.8,6.2837,924,2194,0.421,664,1431,0.464,260,763,0.341,414,643,0.644,1225,479,298,170,403,570,2522,68.2
9.0739,1057,2219,0.476,858,1623,0.529,199,596,0.334,600,846,0.709,1345,568,281,125,449,630,2913,74.7,3.2533,823,1740,0.473,608,1173,0.518,215,567,0.379,575,803,0.716,1095,455,223,105,433,514,2436,73.8
8.2436,797,1875,0.425,512,1100,0.465,285,775,0.368,425,575,0.739,1112,428,181,126,320,512,2304,64,8.0237,1006,2156,0.467,773,1488,0.519,233,668,0.349,495,709,0.698,1181,564,338,255,389,574,2742,74.1
9.0739,1057,2219,0.476,858,1623,0.529,199,596,0.334,600,846,0.709,1345,568,281,125,449,630,2913,74.7,6.2837,924,2194,0.421,664,1431,0.464,260,763,0.341,414,643,0.644,1225,479,298,170,403,570,2522,68.2
8.0237,1006,2156,0.467,773,1488,0.519,233,668,0.349,495,709,0.698,1181,564,338,255,389,574,2742,74.1,9.0739,1057,2219,0.476,858,1623,0.529,199,596,0.334,600,846,0.709,1345,568,281,125,449,630,2913,74.7
7.934,1096,2248,0.488,871,1653,0.527,225,595,0.378,678,938,0.723,1445,531,242,344,445,593,3095,77.4,9.024,963,2281,0.422,730,1548,0.472,233,733,0.318,568,826,0.688,1423,532,353,193,562,706,2727,68.2
9.0739,1057,2219,0.476,858,1623,0.529,199,596,0.334,600,846,0.709,1345,568,281,125,449,630,2913,74.7,9.9339,1023,2169,0.472,801,1526,0.525,222,643,0.345,597,863,0.692,1368,587,285,222,506,678,2867,73.5
7.934,1096,2248,0.488,871,1653,0.527,225,595,0.378,678,938,0.723,1445,531,242,344,445,593,3095,77.4,9.9339,1023,2169,0.472,801,1526,0.525,222,643,0.345,597,863,0.692,1368,587,285,222,506,678,2867,73.5
8.3837,1017,2059,0.494,732,1385,0.529,285,674,0.423,535,763,0.701,1277,587,263,118,375,519,2854,77.1,-4.9334,802,1871,0.429,568,1204,0.472,234,667,0.351,546,774,0.705,1186,430,240,76,461,657,2384,70.1
8.2333,796,1819,0.438,586,1215,0.482,210,604,0.348,582,769,0.757,1223,450,208,125,392,578,2384,72.2,1.3734,876,1861,0.471,649,1287,0.504,227,574,0.395,495,718,0.689,1188,483,224,110,376,581,2474,72.8
11.0333,783,1826,0.429,577,1215,0.475,206,611,0.337,531,747,0.711,1227,491,154,136,397,598,2303,69.8,6.5834,810,1827,0.443,593,1197,0.495,217,630,0.344,493,703,0.701,1177,445,272,161,449,624,2330,68.5
-1.6132,788,1696,0.465,595,1165,0.511,193,531,0.363,446,609,0.732,1105,427,191,134,389,551,2215,69.2,8.9138,1002,2183,0.459,721,1476,0.488,281,707,0.397,560,789,0.71,1420,482,211,239,406,601,2845,74.9
8.5137,973,2094,0.465,782,1547,0.505,191,547,0.349,645,927,0.696,1329,574,265,134,455,622,2782,75.2,4.4132,784,1700,0.461,611,1174,0.52,173,526,0.329,565,756,0.747,1130,424,174,98,386,551,2306,72.1
2.9034,769,1793,0.429,534,1144,0.467,235,649,0.362,480,676,0.71,1172,431,212,145,477,684,2253,66.3,8.7935,936,1983,0.472,714,1355,0.527,222,628,0.354,474,713,0.665,1308,566,304,231,433,544,2568,73.4
7.7435,1061,2260,0.469,756,1439,0.525,305,821,0.371,480,712,0.674,1367,593,234,179,426,718,2907,83.1,6.1333,823,1822,0.452,667,1366,0.488,156,456,0.342,465,667,0.697,1243,495,211,162,444,541,2267,68.7
-5.7733,928,2009,0.462,699,1374,0.509,229,635,0.361,645,999,0.646,1378,503,246,111,505,580,2730,82.7,10.1437,1044,2317,0.451,854,1738,0.491,190,579,0.328,590,878,0.672,1578,573,232,204,493,597,2868,77.5
8.3837,1017,2059,0.494,732,1385,0.529,285,674,0.423,535,763,0.701,1277,587,263,118,375,519,2854,77.1,1.3734,876,1861,0.471,649,1287,0.504,227,574,0.395,495,718,0.689,1188,483,224,110,376,581,2474,72.8
11.0333,783,1826,0.429,577,1215,0.475,206,611,0.337,531,747,0.711,1227,491,154,136,397,598,2303,69.8,8.9138,1002,2183,0.459,721,1476,0.488,281,707,0.397,560,789,0.71,1420,482,211,239,406,601,2845,74.9
8.5137,973,2094,0.465,782,1547,0.505,191,547,0.349,645,927,0.696,1329,574,265,134,455,622,2782,75.2,8.7935,936,1983,0.472,714,1355,0.527,222,628,0.354,474,713,0.665,1308,566,304,231,433,544,2568,73.4
7.7435,1061,2260,0.469,756,1439,0.525,305,821,0.371,480,712,0.674,1367,593,234,179,426,718,2907,83.1,10.1437,1044,2317,0.451,854,1738,0.491,190,579,0.328,590,878,0.672,1578,573,232,204,493,597,2868,77.5
8.9138,1002,2183,0.459,721,1476,0.488,281,707,0.397,560,789,0.71,1420,482,211,239,406,601,2845,74.9,8.3837,1017,2059,0.494,732,1385,0.529,285,674,0.423,535,763,0.701,1277,587,263,118,375,519,2854,77.1
8.5137,973,2094,0.465,782,1547,0.505,191,547,0.349,645,927,0.696,1329,574,265,134,455,622,2782,75.2,10.1437,1044,2317,0.451,854,1738,0.491,190,579,0.328,590,878,0.672,1578,573,232,204,493,597,2868,77.5
8.9138,1002,2183,0.459,721,1476,0.488,281,707,0.397,560,789,0.71,1420,482,211,239,406,601,2845,74.9,10.1437,1044,2317,0.451,854,1738,0.491,190,579,0.328,590,878,0.672,1578,573,232,204,493,597,2868,77.5
-2.8934,881,1950,0.452,713,1435,0.497,168,515,0.326,576,810,0.711,1213,492,310,152,506,664,2506,73.7,7.8534,886,1866,0.475,684,1354,0.505,202,512,0.395,540,805,0.671,1359,595,160,111,397,610,2514,73.9
5.0238,919,2122,0.433,630,1300,0.485,289,822,0.352,580,799,0.726,1337,452,226,61,416,718,2707,71.2,1.7634,803,1828,0.439,637,1323,0.481,166,505,0.329,459,687,0.668,1355,485,234,146,424,503,2231,65.6
0.5034,840,1788,0.47,634,1226,0.517,206,562,0.367,563,764,0.737,1266,500,162,110,402,591,2449,72,8.4134,849,1939,0.438,612,1308,0.468,237,631,0.376,542,828,0.655,1280,474,208,154,498,692,2477,72.9
9.4134,798,1808,0.441,520,1064,0.489,278,744,0.374,436,533,0.818,1088,442,121,105,258,522,2310,67.9,-4.4235,944,2045,0.462,617,1181,0.522,327,864,0.378,575,781,0.736,1258,575,338,118,480,729,2790,79.7
10.0133,807,1773,0.455,664,1346,0.493,143,427,0.335,556,783,0.71,1068,417,266,94,408,626,2313,70.1,4.0035,932,1947,0.479,729,1399,0.521,203,548,0.37,617,810,0.762,1314,542,254,132,474,649,2684,76.7
5.7637,1019,2267,0.449,707,1402,0.504,312,865,0.361,662,865,0.765,1425,538,298,150,404,647,3012,81.4,-1.2134,883,1853,0.477,686,1360,0.504,197,493,0.4,539,778,0.693,1108,487,227,86,404,654,2502,73.6
11.6734,817,1894,0.431,597,1274,0.469,220,620,0.355,484,691,0.7,1256,509,219,167,454,648,2338,68.8,7.9334,830,1824,0.455,657,1295,0.507,173,529,0.327,549,808,0.679,1265,493,186,198,502,594,2382,70.1
7.5737,968,2083,0.465,735,1422,0.517,233,661,0.352,498,744,0.669,1384,521,221,131,452,545,2667,72.1,0.1232,742,1636,0.454,515,1025,0.502,227,611,0.372,459,610,0.752,1038,457,233,133,456,611,2170,67.8
7.8534,886,1866,0.475,684,1354,0.505,202,512,0.395,540,805,0.671,1359,595,160,111,397,610,2514,73.9,5.0238,919,2122,0.433,630,1300,0.485,289,822,0.352,580,799,0.726,1337,452,226,61,416,718,2707,71.2
9.4134,798,1808,0.441,520,1064,0.489,278,744,0.374,436,533,0.818,1088,442,121,105,258,522,2310,67.9,8.4134,849,1939,0.438,612,1308,0.468,237,631,0.376,542,828,0.655,1280,474,208,154,498,692,2477,72.9
4.0035,932,1947,0.479,729,1399,0.521,203,548,0.37,617,810,0.762,1314,542,254,132,474,649,2684,76.7,5.7637,1019,2267,0.449,707,1402,0.504,312,865,0.361,662,865,0.765,1425,538,298,150,404,647,3012,81.4
7.5737,968,2083,0.465,735,1422,0.517,233,661,0.352,498,744,0.669,1384,521,221,131,452,545,2667,72.1,7.9334,830,1824,0.455,657,1295,0.507,173,529,0.327,549,808,0.679,1265,493,186,198,502,594,2382,70.1
9.4134,798,1808,0.441,520,1064,0.489,278,744,0.374,436,533,0.818,1088,442,121,105,258,522,2310,67.9,5.0238,919,2122,0.433,630,1300,0.485,289,822,0.352,580,799,0.726,1337,452,226,61,416,718,2707,71.2
7.5737,968,2083,0.465,735,1422,0.517,233,661,0.352,498,744,0.669,1384,521,221,131,452,545,2667,72.1,5.7637,1019,2267,0.449,707,1402,0.504,312,865,0.361,662,865,0.765,1425,538,298,150,404,647,3012,81.4
7.5737,968,2083,0.465,735,1422,0.517,233,661,0.352,498,744,0.669,1384,521,221,131,452,545,2667,72.1,5.0238,919,2122,0.433,630,1300,0.485,289,822,0.352,580,799,0.726,1337,452,226,61,416,718,2707,71.2
7.6238,1114,2193,0.508,843,1483,0.568,271,710,0.382,585,862,0.679,1475,674,295,153,507,666,3084,81.2,-3.8535,749,1865,0.402,484,1118,0.433,265,747,0.355,507,695,0.729,1249,345,189,129,418,635,2270,64.9
6.0033,842,1836,0.459,658,1278,0.515,184,558,0.33,495,718,0.689,1151,509,268,124,414,635,2363,71.6,11.1134,894,1910,0.468,662,1310,0.505,232,600,0.387,393,539,0.729,1178,568,188,152,434,597,2413,71
2.7937,922,2007,0.459,635,1272,0.499,287,735,0.39,446,649,0.687,1222,548,220,155,383,587,2577,69.6,6.8634,848,1853,0.458,585,1145,0.511,263,708,0.371,622,837,0.743,1255,454,175,162,441,552,2581,75.9
8.2035,949,2097,0.453,640,1243,0.515,309,854,0.362,416,627,0.663,1272,608,327,175,459,671,2623,74.9,-3.1335,851,1874,0.454,647,1273,0.508,204,601,0.339,506,751,0.674,1311,424,300,110,525,653,2412,68.9
3.784,968,2228,0.434,629,1311,0.48,339,917,0.37,589,824,0.715,1292,583,328,140,452,735,2864,71.6,10.3932,809,1703,0.475,586,1072,0.547,223,631,0.353,417,568,0.734,1081,481,193,139,433,603,2258,70.6
-1.0734,713,1782,0.4,516,1209,0.427,197,573,0.344,446,693,0.644,1209,383,263,154,511,662,2069,60.9,8.6934,875,1957,0.447,640,1312,0.488,235,645,0.364,481,673,0.715,1207,538,211,141,354,605,2466,72.5
6.4534,827,1903,0.435,615,1269,0.485,212,634,0.334,482,725,0.665,1332,423,288,203,541,651,2348,69.1,5.9433,758,1719,0.441,577,1185,0.487,181,534,0.339,557,799,0.697,1193,444,215,51,426,602,2254,68.3
-1.0236,892,2073,0.43,609,1288,0.473,283,785,0.361,457,649,0.704,1238,520,240,129,432,692,2524,70.1,8.4334,843,1832,0.46,570,1124,0.507,273,708,0.386,599,827,0.724,1261,563,156,128,364,517,2558,75.2
7.6238,1114,2193,0.508,843,1483,0.568,271,710,0.382,585,862,0.679,1475,674,295,153,507,666,3084,81.2,11.1134,894,1910,0.468,662,1310,0.505,232,600,0.387,393,539,0.729,1178,568,188,152,434,597,2413,71
-3.1335,851,1874,0.454,647,1273,0.508,204,601,0.339,506,751,0.674,1311,424,300,110,525,653,2412,68.9,2.7937,922,2007,0.459,635,1272,0.499,287,735,0.39,446,649,0.687,1222,548,220,155,383,587,2577,69.6
3.784,968,2228,0.434,629,1311,0.48,339,917,0.37,589,824,0.715,1292,583,328,140,452,735,2864,71.6,8.6934,875,1957,0.447,640,1312,0.488,235,645,0.364,481,673,0.715,1207,538,211,141,354,605,2466,72.5
8.4334,843,1832,0.46,570,1124,0.507,273,708,0.386,599,827,0.724,1261,563,156,128,364,517,2558,75.2,6.4534,827,1903,0.435,615,1269,0.485,212,634,0.334,482,725,0.665,1332,423,288,203,541,651,2348,69.1
7.6238,1114,2193,0.508,843,1483,0.568,271,710,0.382,585,862,0.679,1475,674,295,153,507,666,3084,81.2,2.7937,922,2007,0.459,635,1272,0.499,287,735,0.39,446,649,0.687,1222,548,220,155,383,587,2577,69.6
6.4534,827,1903,0.435,615,1269,0.485,212,634,0.334,482,725,0.665,1332,423,288,203,541,651,2348,69.1,3.784,968,2228,0.434,629,1311,0.48,339,917,0.37,589,824,0.715,1292,583,328,140,452,735,2864,71.6
3.784,968,2228,0.434,629,1311,0.48,339,917,0.37,589,824,0.715,1292,583,328,140,452,735,2864,71.6,7.6238,1114,2193,0.508,843,1483,0.568,271,710,0.382,585,862,0.679,1475,674,295,153,507,666,3084,81.2
-8.7733,746,1843,0.405,533,1185,0.45,213,658,0.324,492,759,0.648,1170,387,241,185,412,604,2197,66.6,8.3137,1040,2206,0.471,749,1428,0.525,291,778,0.374,622,826,0.753,1399,529,269,162,447,657,2993,80.9
10.6835,847,1889,0.448,564,1085,0.52,283,804,0.352,351,502,0.699,1115,480,168,69,351,587,2328,66.5,8.7334,837,1941,0.431,662,1358,0.487,175,583,0.3,527,770,0.684,1279,443,250,126,454,662,2376,69.9
3.1435,891,1975,0.451,681,1336,0.51,210,639,0.329,532,782,0.68,1246,512,297,183,535,712,2524,72.1,7.9938,969,2064,0.469,673,1319,0.51,296,745,0.397,671,899,0.746,1319,536,197,98,484,707,2905,76.4
7.9636,954,2099,0.455,753,1564,0.481,201,535,0.376,592,905,0.654,1452,485,207,183,425,616,2701,75,0.1035,1052,2137,0.492,765,1370,0.558,287,767,0.374,601,834,0.721,1366,568,216,192,473,644,2992,85.5
6.5034,983,2145,0.458,738,1476,0.5,245,669,0.366,537,727,0.739,1197,558,329,171,431,689,2748,80.8,6.1035,848,1939,0.437,628,1288,0.488,220,651,0.338,496,742,0.668,1237,497,258,129,401,605,2412,68.9
10.4441,1053,2429,0.434,819,1718,0.477,234,711,0.329,627,822,0.763,1626,534,259,228,466,646,2967,72.4,-3.8734,827,1855,0.446,593,1270,0.467,234,585,0.4,499,633,0.788,1149,491,160,106,380,612,2387,70.2
11.4534,767,1748,0.439,551,1110,0.496,216,638,0.339,394,544,0.724,1068,413,151,82,358,530,2144,63.1,4.2334,868,1943,0.447,662,1360,0.487,206,583,0.353,458,656,0.698,1218,511,231,156,368,538,2400,70.6
6.3637,991,2141,0.463,768,1502,0.511,223,639,0.349,455,653,0.697,1396,499,227,170,402,542,2660,71.9,-2.2432,731,1708,0.428,477,1051,0.454,254,657,0.387,571,742,0.77,1150,371,191,62,454,609,2287,71.5
10.6835,847,1889,0.448,564,1085,0.52,283,804,0.352,351,502,0.699,1115,480,168,69,351,587,2328,66.5,8.3137,1040,2206,0.471,749,1428,0.525,291,778,0.374,622,826,0.753,1399,529,269,162,447,657,2993,80.9
7.9938,969,2064,0.469,673,1319,0.51,296,745,0.397,671,899,0.746,1319,536,197,98,484,707,2905,76.4,7.9636,954,2099,0.455,753,1564,0.481,201,535,0.376,592,905,0.654,1452,485,207,183,425,616,2701,75
6.1035,848,1939,0.437,628,1288,0.488,220,651,0.338,496,742,0.668,1237,497,258,129,401,605,2412,68.9,10.4441,1053,2429,0.434,819,1718,0.477,234,711,0.329,627,822,0.763,1626,534,259,228,466,646,2967,72.4
6.3637,991,2141,0.463,768,1502,0.511,223,639,0.349,455,653,0.697,1396,499,227,170,402,542,2660,71.9,4.2334,868,1943,0.447,662,1360,0.487,206,583,0.353,458,656,0.698,1218,511,231,156,368,538,2400,70.6
8.3137,1040,2206,0.471,749,1428,0.525,291,778,0.374,622,826,0.753,1399,529,269,162,447,657,2993,80.9,7.9938,969,2064,0.469,673,1319,0.51,296,745,0.397,671,899,0.746,1319,536,197,98,484,707,2905,76.4
10.4441,1053,2429,0.434,819,1718,0.477,234,711,0.329,627,822,0.763,1626,534,259,228,466,646,2967,72.4,6.3637,991,2141,0.463,768,1502,0.511,223,639,0.349,455,653,0.697,1396,499,227,170,402,542,2660,71.9
7.9938,969,2064,0.469,673,1319,0.51,296,745,0.397,671,899,0.746,1319,536,197,98,484,707,2905,76.4,10.4441,1053,2429,0.434,819,1718,0.477,234,711,0.329,627,822,0.763,1626,534,259,228,466,646,2967,72.4
10.4441,1053,2429,0.434,819,1718,0.477,234,711,0.329,627,822,0.763,1626,534,259,228,466,646,2967,72.4,8.9138,1002,2183,0.459,721,1476,0.488,281,707,0.397,560,789,0.71,1420,482,211,239,406,601,2845,74.9
3.784,968,2228,0.434,629,1311,0.48,339,917,0.37,589,824,0.715,1292,583,328,140,452,735,2864,71.6,5.0238,919,2122,0.433,630,1300,0.485,289,822,0.352,580,799,0.726,1337,452,226,61,416,718,2707,71.2
10.4441,1053,2429,0.434,819,1718,0.477,234,711,0.329,627,822,0.763,1626,534,259,228,466,646,2967,72.4,5.0238,919,2122,0.433,630,1300,0.485,289,822,0.352,580,799,0.726,1337,452,226,61,416,718,2707,71.2
9.214,1049,2375,0.442,748,1593,0.47,301,782,0.385,682,899,0.759,1560,555,266,162,429,722,3079,77,-7.6734,725,1778,0.408,584,1312,0.445,141,466,0.303,575,861,0.668,1286,421,229,121,569,764,2166,63.7
7.9933,876,1960,0.447,614,1183,0.519,262,777,0.337,491,700,0.701,1217,511,258,135,453,663,2505,75.9,8.2635,966,2028,0.476,738,1419,0.52,228,609,0.374,543,717,0.757,1241,500,198,86,421,593,2703,77.2
