Team A,Team A,Team A,Team A,Team A,Team A,Team A,Team A,Team A,Team A,Team A,Team A,Team A,Team A,Team A,Team A,Team A,Team A,Team A,Team A,Team A,Team B,Team B,Team B,Team B,Team B,Team B,Team B,Team B,Team B,Team B,Team B,Team B,Team B,Team B,Team B,Team B,Team B,Team B,Team B,Team B,Team B
Strength of Schedule,Field Goals,Field Goal Attempts,Field Goal Percentage,2 Point Field Goals,2 Point Field Goal Attempts,2 Point Field Goal Percentage, 3 Point Field Goals, 3 Point Field Goals Attempts, 3 Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Points per Game,Strength of Schedule,Field Goals,Field Goal Attempts,Field Goal Percentage,2 Point Field Goals,2 Point Field Goal Attempts,2 Point Field Goal Percentage, 3 Point Field Goals, 3 Point Field Goals Attempts, 3 Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Points per Game
10.924,1097,2439,0.45,643,1235,0.521,454,1204,0.377,540,760,0.711,1369,572,369,190,466,731,3188,79.7,10.2937,978,2050,0.477,763,1443,0.529,215,607,0.354,635,859,0.739,1429,501,220,176,466,600,2806,75.8
-4.4335,955,1962,0.487,674,1243,0.542,281,719,0.391,527,741,0.711,1190,502,238,101,407,561,2718,77.7,10.1438,974,2056,0.474,653,1244,0.525,321,812,0.395,445,598,0.744,1326,544,211,149,342,543,2714,71.4
12.2134,883,1975,0.447,657,1320,0.498,226,655,0.345,431,618,0.697,1263,430,203,102,401,526,2423,71.3,8.1333,876,1906,0.46,604,1146,0.527,272,760,0.358,461,589,0.783,1128,475,235,118,416,603,2485,75.3
11.0134,874,1945,0.449,633,1273,0.497,241,672,0.359,344,531,0.648,1197,430,177,140,327,511,2333,68.6,6.1338,958,2125,0.451,663,1285,0.516,295,840,0.351,450,624,0.721,1307,501,290,163,442,665,2661,70
-2.3037,987,2159,0.457,735,1458,0.504,252,701,0.359,449,640,0.702,1471,479,210,152,441,673,2675,72.3,9.1834,806,1878,0.429,565,1157,0.488,241,721,0.334,383,574,0.667,1136,464,256,76,385,550,2236,65.8
4.4034,899,1905,0.472,646,1235,0.523,253,670,0.378,412,555,0.742,1180,341,201,87,355,574,2463,72.4,7.9736,884,2019,0.438,504,938,0.537,380,1081,0.352,506,695,0.728,1253,503,194,106,388,580,2654,73.7
11.9936,967,2145,0.451,602,1168,0.515,365,977,0.374,461,641,0.719,1341,518,220,143,381,623,2760,76.7,-1.1835,824,2027,0.407,560,1271,0.441,264,756,0.349,388,585,0.663,1365,439,197,160,408,580,2300,65.7
5.5035,872,2018,0.432,640,1345,0.476,232,673,0.345,534,758,0.704,1264,466,214,155,365,563,2510,71.7,9.8435,914,2006,0.456,629,1224,0.514,285,782,0.364,627,849,0.739,1246,542,211,112,427,565,2740,78.3
10.1637,1106,2231,0.496,844,1517,0.556,262,714,0.367,561,744,0.754,1391,660,221,199,412,654,3035,82,-3.8335,955,1995,0.479,635,1180,0.538,320,815,0.393,418,563,0.742,1240,541,213,121,456,547,2648,75.7
12.2134,883,1975,0.447,657,1320,0.498,226,655,0.345,431,618,0.697,1263,430,203,102,401,526,2423,71.3,10.1438,974,2056,0.474,653,1244,0.525,321,812,0.395,445,598,0.744,1326,544,211,149,342,543,2714,71.4
6.1338,958,2125,0.451,663,1285,0.516,295,840,0.351,450,624,0.721,1307,501,290,163,442,665,2661,70,-2.3037,987,2159,0.457,735,1458,0.504,252,701,0.359,449,640,0.702,1471,479,210,152,441,673,2675,72.3
7.9736,884,2019,0.438,504,938,0.537,380,1081,0.352,506,695,0.728,1253,503,194,106,388,580,2654,73.7,11.9936,967,2145,0.451,602,1168,0.515,365,977,0.374,461,641,0.719,1341,518,220,143,381,623,2760,76.7
10.1637,1106,2231,0.496,844,1517,0.556,262,714,0.367,561,744,0.754,1391,660,221,199,412,654,3035,82,9.8435,914,2006,0.456,629,1224,0.514,285,782,0.364,627,849,0.739,1246,542,211,112,427,565,2740,78.3
6.1338,958,2125,0.451,663,1285,0.516,295,840,0.351,450,624,0.721,1307,501,290,163,442,665,2661,70,10.1438,974,2056,0.474,653,1244,0.525,321,812,0.395,445,598,0.744,1326,544,211,149,342,543,2714,71.4
11.9936,967,2145,0.451,602,1168,0.515,365,977,0.374,461,641,0.719,1341,518,220,143,381,623,2760,76.7,10.1637,1106,2231,0.496,844,1517,0.556,262,714,0.367,561,744,0.754,1391,660,221,199,412,654,3035,82
11.9936,967,2145,0.451,602,1168,0.515,365,977,0.374,461,641,0.719,1341,518,220,143,381,623,2760,76.7,10.1438,974,2056,0.474,653,1244,0.525,321,812,0.395,445,598,0.744,1326,544,211,149,342,543,2714,71.4
10.1438,974,2056,0.474,653,1244,0.525,321,812,0.395,445,598,0.744,1326,544,211,149,342,543,2714,71.4,10.924,1097,2439,0.45,643,1235,0.521,454,1204,0.377,540,760,0.711,1369,572,369,190,466,731,3188,79.7
12.3439,1071,2230,0.48,752,1386,0.543,319,844,0.378,564,749,0.753,1579,716,201,205,493,647,3025,77.6,9.5338,990,2110,0.469,713,1351,0.528,277,759,0.365,508,694,0.732,1292,498,275,186,457,663,2765,72.8
10.1438,974,2056,0.474,653,1244,0.525,321,812,0.395,445,598,0.744,1326,544,211,149,342,543,2714,71.4,9.5338,990,2110,0.469,713,1351,0.528,277,759,0.365,508,694,0.732,1292,498,275,186,457,663,2765,72.8
10.244,1220,2440,0.5,756,1282,0.59,464,1158,0.401,559,718,0.779,1436,655,259,162,426,645,3463,86.6,-4.0836,850,2000,0.425,573,1207,0.475,277,793,0.349,445,614,0.725,1244,442,226,105,441,596,2422,67.3
6.7133,931,1865,0.499,642,1120,0.573,289,745,0.388,483,681,0.709,1078,542,191,74,395,523,2634,79.8,10.6436,910,1975,0.461,681,1273,0.535,229,702,0.326,555,828,0.67,1290,458,228,192,513,676,2604,72.3
9.3637,1036,2374,0.436,714,1463,0.488,322,911,0.353,570,744,0.766,1401,561,301,192,420,798,2964,80.1,-3.5332,870,1803,0.483,599,1084,0.553,271,719,0.377,504,687,0.734,1186,471,216,104,384,559,2515,78.6
5.4633,957,2009,0.476,657,1222,0.538,300,787,0.381,517,700,0.739,1336,610,154,127,385,580,2731,82.8,0.4336,1042,2232,0.467,680,1220,0.557,362,1012,0.358,571,747,0.764,1287,615,252,209,476,617,3017,83.8
10.0834,893,2065,0.432,585,1233,0.474,308,832,0.37,483,673,0.718,1198,445,237,164,335,591,2577,75.8,2.6134,884,1959,0.451,629,1298,0.485,255,661,0.386,597,794,0.752,1208,472,239,118,391,674,2620,77.1
-6.4635,1000,2059,0.486,758,1408,0.538,242,651,0.372,577,819,0.705,1248,498,361,107,540,765,2819,80.5,9.6037,964,2096,0.46,712,1394,0.511,252,702,0.359,579,823,0.704,1332,529,262,158,454,669,2759,74.6
10.5535,1020,2155,0.473,733,1350,0.543,287,805,0.357,436,562,0.776,1198,489,232,100,391,642,2763,78.9,9.8535,1005,2119,0.474,736,1438,0.512,269,681,0.395,540,793,0.681,1208,501,218,163,381,700,2819,80.5
-1.0232,804,1721,0.467,637,1221,0.522,167,500,0.334,543,745,0.729,1123,403,201,106,455,578,2318,72.4,8.7437,1033,2097,0.493,680,1257,0.541,353,840,0.42,555,747,0.743,1295,598,211,180,399,580,2974,80.4
10.244,1220,2440,0.5,756,1282,0.59,464,1158,0.401,559,718,0.779,1436,655,259,162,426,645,3463,86.6,10.6436,910,1975,0.461,681,1273,0.535,229,702,0.326,555,828,0.67,1290,458,228,192,513,676,2604,72.3
0.4336,1042,2232,0.467,680,1220,0.557,362,1012,0.358,571,747,0.764,1287,615,252,209,476,617,3017,83.8,9.3637,1036,2374,0.436,714,1463,0.488,322,911,0.353,570,744,0.766,1401,561,301,192,420,798,2964,80.1
9.6037,964,2096,0.46,712,1394,0.511,252,702,0.359,579,823,0.704,1332,529,262,158,454,669,2759,74.6,10.0834,893,2065,0.432,585,1233,0.474,308,832,0.37,483,673,0.718,1198,445,237,164,335,591,2577,75.8
10.5535,1020,2155,0.473,733,1350,0.543,287,805,0.357,436,562,0.776,1198,489,232,100,391,642,2763,78.9,8.7437,1033,2097,0.493,680,1257,0.541,353,840,0.42,555,747,0.743,1295,598,211,180,399,580,2974,80.4
10.244,1220,2440,0.5,756,1282,0.59,464,1158,0.401,559,718,0.779,1436,655,259,162,426,645,3463,86.6,9.3637,1036,2374,0.436,714,1463,0.488,322,911,0.353,570,744,0.766,1401,561,301,192,420,798,2964,80.1
8.7437,1033,2097,0.493,680,1257,0.541,353,840,0.42,555,747,0.743,1295,598,211,180,399,580,2974,80.4,9.6037,964,2096,0.46,712,1394,0.511,252,702,0.359,579,823,0.704,1332,529,262,158,454,669,2759,74.6
10.244,1220,2440,0.5,756,1282,0.59,464,1158,0.401,559,718,0.779,1436,655,259,162,426,645,3463,86.6,9.6037,964,2096,0.46,712,1394,0.511,252,702,0.359,579,823,0.704,1332,529,262,158,454,669,2759,74.6
-3.1733,893,1948,0.458,602,1117,0.539,291,831,0.35,429,651,0.659,1239,508,194,92,391,566,2506,75.9,11.8739,1165,2366,0.492,774,1392,0.556,391,974,0.401,453,640,0.708,1388,649,254,160,456,597,3174,81.4
10.1134,971,2073,0.468,721,1388,0.519,250,685,0.365,509,729,0.698,1302,527,210,117,432,614,2701,79.4,6.7033,965,2054,0.47,702,1347,0.521,263,707,0.372,489,703,0.696,1176,531,244,122,400,609,2682,81.3
-1.1034,963,2104,0.458,705,1331,0.53,258,773,0.334,388,603,0.643,1402,481,189,103,429,604,2572,75.6,9.2535,899,1971,0.456,611,1185,0.516,288,786,0.366,498,660,0.755,1256,463,198,169,414,564,2584,73.8
7.2934,906,2102,0.431,582,1194,0.487,324,908,0.357,647,836,0.774,1290,481,252,180,411,672,2783,81.9,-3.2934,875,1905,0.459,616,1185,0.52,259,720,0.36,527,699,0.754,1129,387,177,119,339,563,2536,74.6
9.6833,979,1973,0.496,705,1279,0.551,274,694,0.395,476,674,0.706,1201,615,214,119,419,553,2708,82.1,10.0237,832,1995,0.417,624,1340,0.466,208,655,0.318,594,807,0.736,1375,395,258,198,460,611,2466,66.6
7.1035,991,1996,0.496,701,1271,0.552,290,725,0.4,535,716,0.747,1439,670,143,251,459,640,2807,80.2,-3.4635,965,2050,0.471,685,1246,0.55,280,804,0.348,627,872,0.719,1281,505,194,152,437,655,2837,81.1
10.5632,954,2063,0.462,654,1227,0.533,300,836,0.359,510,684,0.746,1229,479,208,151,428,551,2718,84.9,4.6134,954,2096,0.455,718,1426,0.504,236,670,0.352,439,630,0.697,1170,520,249,118,362,645,2583,76
9.7137,1125,2288,0.492,816,1457,0.56,309,831,0.372,562,791,0.71,1519,648,275,185,460,574,3121,84.4,-2.1934,957,2076,0.461,633,1230,0.515,324,846,0.383,462,626,0.738,1146,542,229,103,395,587,2702,79.5
10.1134,971,2073,0.468,721,1388,0.519,250,685,0.365,509,729,0.698,1302,527,210,117,432,614,2701,79.4,11.8739,1165,2366,0.492,774,1392,0.556,391,974,0.401,453,640,0.708,1388,649,254,160,456,597,3174,81.4
9.2535,899,1971,0.456,611,1185,0.516,288,786,0.366,498,660,0.755,1256,463,198,169,414,564,2584,73.8,7.2934,906,2102,0.431,582,1194,0.487,324,908,0.357,647,836,0.774,1290,481,252,180,411,672,2783,81.9
7.1035,991,1996,0.496,701,1271,0.552,290,725,0.4,535,716,0.747,1439,670,143,251,459,640,2807,80.2,10.0237,832,1995,0.417,624,1340,0.466,208,655,0.318,594,807,0.736,1375,395,258,198,460,611,2466,66.6
9.7137,1125,2288,0.492,816,1457,0.56,309,831,0.372,562,791,0.71,1519,648,275,185,460,574,3121,84.4,4.6134,954,2096,0.455,718,1426,0.504,236,670,0.352,439,630,0.697,1170,520,249,118,362,645,2583,76
9.2535,899,1971,0.456,611,1185,0.516,288,786,0.366,498,660,0.755,1256,463,198,169,414,564,2584,73.8,11.8739,1165,2366,0.492,774,1392,0.556,391,974,0.401,453,640,0.708,1388,649,254,160,456,597,3174,81.4
9.7137,1125,2288,0.492,816,1457,0.56,309,831,0.372,562,791,0.71,1519,648,275,185,460,574,3121,84.4,10.0237,832,1995,0.417,624,1340,0.466,208,655,0.318,594,807,0.736,1375,395,258,198,460,611,2466,66.6
9.7137,1125,2288,0.492,816,1457,0.56,309,831,0.372,562,791,0.71,1519,648,275,185,460,574,3121,84.4,11.8739,1165,2366,0.492,774,1392,0.556,391,974,0.401,453,640,0.708,1388,649,254,160,456,597,3174,81.4
9.4535,1011,2055,0.492,737,1319,0.559,274,736,0.372,657,843,0.779,1342,579,205,109,441,602,2953,84.4,-5.5336,925,2111,0.438,645,1330,0.485,280,781,0.359,657,906,0.725,1301,438,207,145,453,631,2787,77.4
9.1933,794,1765,0.45,488,966,0.505,306,799,0.383,505,688,0.734,1225,443,170,140,469,594,2399,72.7,8.5035,994,2125,0.468,721,1344,0.536,273,781,0.35,543,786,0.691,1322,523,241,186,456,652,2806,80.2
9.0334,951,1980,0.48,712,1302,0.547,239,678,0.353,450,616,0.731,1245,499,209,132,399,595,2591,76.2,-0.3835,1003,2147,0.467,629,1220,0.516,374,927,0.403,578,759,0.762,1360,467,172,80,353,562,2958,84.5
-3.8735,924,2075,0.445,593,1137,0.522,331,938,0.353,383,549,0.698,1307,487,267,132,481,650,2562,73.2,2.5937,1125,2261,0.498,797,1370,0.582,328,891,0.368,513,725,0.708,1477,564,234,134,420,631,3091,83.5
4.1635,952,2066,0.461,655,1298,0.505,297,768,0.387,484,674,0.718,1352,505,218,106,418,737,2685,76.7,3.9133,902,1967,0.459,663,1258,0.527,239,709,0.337,502,702,0.715,1250,488,206,107,394,564,2545,77.1
-2.2534,944,2021,0.467,758,1472,0.515,186,549,0.339,551,780,0.706,1258,428,264,114,422,716,2625,77.2,9.4141,1092,2335,0.468,731,1324,0.552,361,1011,0.357,474,717,0.661,1367,585,261,126,379,643,3019,73.6
10.6235,976,2121,0.46,746,1421,0.525,230,700,0.329,449,679,0.661,1450,538,190,209,476,574,2631,75.2,10.2335,899,2037,0.441,676,1366,0.495,223,671,0.332,554,787,0.704,1247,485,238,128,430,624,2575,73.6
-3.8033,924,2040,0.453,657,1227,0.535,267,813,0.328,593,826,0.718,1276,517,216,102,493,656,2708,82.1,11.7837,1105,2417,0.457,800,1568,0.51,305,849,0.359,503,677,0.743,1570,674,213,151,445,587,3018,81.6
8.5035,994,2125,0.468,721,1344,0.536,273,781,0.35,543,786,0.691,1322,523,241,186,456,652,2806,80.2,9.4535,1011,2055,0.492,737,1319,0.559,274,736,0.372,657,843,0.779,1342,579,205,109,441,602,2953,84.4
9.0334,951,1980,0.48,712,1302,0.547,239,678,0.353,450,616,0.731,1245,499,209,132,399,595,2591,76.2,2.5937,1125,2261,0.498,797,1370,0.582,328,891,0.368,513,725,0.708,1477,564,234,134,420,631,3091,83.5
9.4141,1092,2335,0.468,731,1324,0.552,361,1011,0.357,474,717,0.661,1367,585,261,126,379,643,3019,73.6,4.1635,952,2066,0.461,655,1298,0.505,297,768,0.387,484,674,0.718,1352,505,218,106,418,737,2685,76.7
11.7837,1105,2417,0.457,800,1568,0.51,305,849,0.359,503,677,0.743,1570,674,213,151,445,587,3018,81.6,10.6235,976,2121,0.46,746,1421,0.525,230,700,0.329,449,679,0.661,1450,538,190,209,476,574,2631,75.2
8.5035,994,2125,0.468,721,1344,0.536,273,781,0.35,543,786,0.691,1322,523,241,186,456,652,2806,80.2,2.5937,1125,2261,0.498,797,1370,0.582,328,891,0.368,513,725,0.708,1477,564,234,134,420,631,3091,83.5
10.6235,976,2121,0.46,746,1421,0.525,230,700,0.329,449,679,0.661,1450,538,190,209,476,574,2631,75.2,9.4141,1092,2335,0.468,731,1324,0.552,361,1011,0.357,474,717,0.661,1367,585,261,126,379,643,3019,73.6
9.4141,1092,2335,0.468,731,1324,0.552,361,1011,0.357,474,717,0.661,1367,585,261,126,379,643,3019,73.6,8.5035,994,2125,0.468,721,1344,0.536,273,781,0.35,543,786,0.691,1322,523,241,186,456,652,2806,80.2
9.0634,848,1844,0.46,601,1199,0.501,247,645,0.383,340,451,0.754,1099,458,232,124,290,480,2283,67.1,-3.8436,926,2088,0.443,562,1148,0.49,364,940,0.387,414,641,0.646,1245,547,269,87,440,592,2630,73.1
8.7437,937,2025,0.463,683,1280,0.534,254,745,0.341,502,684,0.734,1136,510,294,110,423,684,2630,71.1,8.1033,1008,2050,0.492,665,1127,0.59,343,923,0.372,397,531,0.748,1206,588,187,88,371,501,2756,83.5
2.5733,899,1874,0.48,546,967,0.565,353,907,0.389,368,461,0.798,1078,551,155,65,315,503,2519,76.3,10.7337,998,2115,0.472,803,1569,0.512,195,546,0.357,649,930,0.698,1431,489,208,176,480,702,2840,76.8
0.2436,1105,2334,0.473,754,1386,0.544,351,948,0.37,486,695,0.699,1388,597,225,146,446,755,3047,84.6,6.8435,1009,2003,0.504,772,1361,0.567,237,642,0.369,563,741,0.76,1277,531,173,158,426,603,2818,80.5
6.9632,875,1881,0.465,628,1203,0.522,247,678,0.364,362,547,0.662,1113,424,210,130,367,518,2361,73.8,1.8138,995,1963,0.507,718,1263,0.568,277,700,0.396,454,626,0.725,1222,594,241,90,472,528,2721,71.6
10.1235,885,2012,0.44,612,1294,0.473,273,718,0.38,541,715,0.757,1262,550,222,156,422,680,2584,73.8,-3.6435,873,2019,0.432,636,1316,0.483,237,703,0.337,517,723,0.715,1266,460,231,77,459,558,2500,71.4
10.6734,882,2010,0.439,637,1244,0.512,245,766,0.32,441,663,0.665,1217,394,209,168,399,547,2450,72.1,4.9337,1049,2238,0.469,695,1334,0.521,354,904,0.392,603,812,0.743,1316,598,230,150,357,630,3055,82.6
3.5336,944,2100,0.45,682,1358,0.502,262,742,0.353,523,756,0.692,1413,570,256,194,404,561,2673,74.3,-2.7735,937,2033,0.461,614,1194,0.514,323,839,0.385,417,615,0.678,1182,455,256,160,395,639,2614,74.7
-3.8436,926,2088,0.443,562,1148,0.49,364,940,0.387,414,641,0.646,1245,547,269,87,440,592,2630,73.1,8.7437,937,2025,0.463,683,1280,0.534,254,745,0.341,502,684,0.734,1136,510,294,110,423,684,2630,71.1
10.7337,998,2115,0.472,803,1569,0.512,195,546,0.357,649,930,0.698,1431,489,208,176,480,702,2840,76.8,0.2436,1105,2334,0.473,754,1386,0.544,351,948,0.37,486,695,0.699,1388,597,225,146,446,755,3047,84.6
10.1235,885,2012,0.44,612,1294,0.473,273,718,0.38,541,715,0.757,1262,550,222,156,422,680,2584,73.8,1.8138,995,1963,0.507,718,1263,0.568,277,700,0.396,454,626,0.725,1222,594,241,90,472,528,2721,71.6
4.9337,1049,2238,0.469,695,1334,0.521,354,904,0.392,603,812,0.743,1316,598,230,150,357,630,3055,82.6,3.5336,944,2100,0.45,682,1358,0.502,262,742,0.353,523,756,0.692,1413,570,256,194,404,561,2673,74.3
10.7337,998,2115,0.472,803,1569,0.512,195,546,0.357,649,930,0.698,1431,489,208,176,480,702,2840,76.8,8.7437,937,2025,0.463,683,1280,0.534,254,745,0.341,502,684,0.734,1136,510,294,110,423,684,2630,71.1
1.8138,995,1963,0.507,718,1263,0.568,277,700,0.396,454,626,0.725,1222,594,241,90,472,528,2721,71.6,4.9337,1049,2238,0.469,695,1334,0.521,354,904,0.392,603,812,0.743,1316,598,230,150,357,630,3055,82.6
8.7437,937,2025,0.463,683,1280,0.534,254,745,0.341,502,684,0.734,1136,510,294,110,423,684,2630,71.1,1.8138,995,1963,0.507,718,1263,0.568,277,700,0.396,454,626,0.725,1222,594,241,90,472,528,2721,71.6
10.244,1220,2440,0.5,756,1282,0.59,464,1158,0.401,559,718,0.779,1436,655,259,162,426,645,3463,86.6,11.8739,1165,2366,0.492,774,1392,0.556,391,974,0.401,453,640,0.708,1388,649,254,160,456,597,3174,81.4
1.8138,995,1963,0.507,718,1263,0.568,277,700,0.396,454,626,0.725,1222,594,241,90,472,528,2721,71.6,9.4141,1092,2335,0.468,731,1324,0.552,361,1011,0.357,474,717,0.661,1367,585,261,126,379,643,3019,73.6
10.244,1220,2440,0.5,756,1282,0.59,464,1158,0.401,559,718,0.779,1436,655,259,162,426,645,3463,86.6,9.4141,1092,2335,0.468,731,1324,0.552,361,1011,0.357,474,717,0.661,1367,585,261,126,379,643,3019,73.6
9.2836,965,1948,0.495,654,1105,0.592,311,843,0.369,538,681,0.79,1208,505,259,109,402,515,2779,77.2,-3.5136,877,1977,0.444,616,1247,0.494,261,730,0.358,431,640,0.673,1082,403,222,142,472,640,2446,67.9
8.3833,887,1813,0.489,597,1093,0.546,290,720,0.403,546,741,0.737,1068,497,131,91,398,543,2610,79.1,9.4037,971,2135,0.455,688,1347,0.511,283,788,0.359,453,703,0.644,1377,504,250,130,411,602,2678,72.4
10.9334,839,1823,0.46,607,1221,0.497,232,602,0.385,336,474,0.709,1119,473,190,138,324,556,2246,66.1,-0.5535,1071,2231,0.48,735,1314,0.559,336,917,0.366,489,708,0.691,1261,564,234,115,363,699,2967,84.8
-2.1135,960,1967,0.488,695,1274,0.546,265,693,0.382,597,850,0.702,1269,516,293,162,519,698,2782,79.5,11.0136,953,2118,0.45,675,1342,0.503,278,776,0.358,620,851,0.729,1331,450,272,167,431,661,2804,77.9
6.4036,975,2139,0.456,692,1357,0.51,283,782,0.362,583,787,0.741,1286,550,252,190,398,571,2816,78.2,4.4535,914,1934,0.473,628,1229,0.511,286,705,0.406,485,696,0.697,1335,566,200,117,377,506,2599,74.3
-3.8234,913,1957,0.467,661,1210,0.546,252,747,0.337,600,843,0.712,1339,505,166,128,465,627,2678,78.8,11.8735,921,1956,0.471,691,1315,0.525,230,641,0.359,478,661,0.723,1329,544,180,166,469,617,2550,72.9
10.1637,924,2197,0.421,676,1464,0.462,248,733,0.338,611,874,0.699,1346,468,288,142,480,751,2707,73.2,8.6032,919,1888,0.487,583,1105,0.528,336,783,0.429,457,585,0.781,1058,525,231,115,396,620,2631,82.2
-3.3637,982,2153,0.456,671,1286,0.522,311,867,0.359,614,847,0.725,1362,484,221,129,462,654,2889,78.1,10.9137,1019,2144,0.475,708,1322,0.536,311,822,0.378,642,842,0.762,1341,484,226,172,421,675,2991,80.8
9.4037,971,2135,0.455,688,1347,0.511,283,788,0.359,453,703,0.644,1377,504,250,130,411,602,2678,72.4,9.2836,965,1948,0.495,654,1105,0.592,311,843,0.369,538,681,0.79,1208,505,259,109,402,515,2779,77.2
10.9334,839,1823,0.46,607,1221,0.497,232,602,0.385,336,474,0.709,1119,473,190,138,324,556,2246,66.1,11.0136,953,2118,0.45,675,1342,0.503,278,776,0.358,620,851,0.729,1331,450,272,167,431,661,2804,77.9
11.8735,921,1956,0.471,691,1315,0.525,230,641,0.359,478,661,0.723,1329,544,180,166,469,617,2550,72.9,6.4036,975,2139,0.456,692,1357,0.51,283,782,0.362,583,787,0.741,1286,550,252,190,398,571,2816,78.2
10.9137,1019,2144,0.475,708,1322,0.536,311,822,0.378,642,842,0.762,1341,484,226,172,421,675,2991,80.8,10.1637,924,2197,0.421,676,1464,0.462,248,733,0.338,611,874,0.699,1346,468,288,142,480,751,2707,73.2
11.0136,953,2118,0.45,675,1342,0.503,278,776,0.358,620,851,0.729,1331,450,272,167,431,661,2804,77.9,9.4037,971,2135,0.455,688,1347,0.511,283,788,0.359,453,703,0.644,1377,504,250,130,411,602,2678,72.4
11.8735,921,1956,0.471,691,1315,0.525,230,641,0.359,478,661,0.723,1329,544,180,166,469,617,2550,72.9,10.1637,924,2197,0.421,676,1464,0.462,248,733,0.338,611,874,0.699,1346,468,288,142,480,751,2707,73.2
10.1637,924,2197,0.421,676,1464,0.462,248,733,0.338,611,874,0.699,1346,468,288,142,480,751,2707,73.2,11.0136,953,2118,0.45,675,1342,0.503,278,776,0.358,620,851,0.729,1331,450,272,167,431,661,2804,77.9
-4.6836,873,2008,0.435,652,1373,0.475,221,635,0.348,558,828,0.674,1280,461,202,118,513,688,2525,70.1,12.2336,1071,2193,0.488,753,1406,0.536,318,787,0.404,535,789,0.678,1393,584,250,162,456,639,2995,83.2
10.5035,905,1927,0.47,632,1195,0.529,273,732,0.373,432,646,0.669,1275,591,151,162,490,699,2515,71.9,9.5733,813,1800,0.452,604,1213,0.498,209,587,0.356,443,617,0.718,1176,389,213,125,417,513,2278,69
2.0335,933,2082,0.448,613,1245,0.492,320,837,0.382,606,859,0.705,1351,559,189,152,386,581,2792,79.8,11.9435,1031,2186,0.472,687,1326,0.518,344,860,0.4,423,604,0.7,1219,553,272,124,355,557,2829,80.8
8.7935,980,2044,0.479,665,1262,0.527,315,782,0.403,515,680,0.757,1322,640,181,87,455,552,2790,79.7,-3.2735,943,1909,0.494,714,1288,0.554,229,621,0.369,456,651,0.7,1192,476,199,151,392,555,2571,73.5
8.9535,1078,2137,0.504,774,1371,0.565,304,766,0.397,404,592,0.682,1223,598,213,102,435,582,2864,81.8,4.6235,916,2019,0.454,699,1366,0.512,217,653,0.332,528,791,0.668,1301,467,227,206,389,725,2577,73.6
8.3839,1091,2270,0.481,757,1390,0.545,334,880,0.38,560,787,0.712,1431,614,253,248,454,614,3076,78.9,-2.4735,979,2155,0.454,637,1293,0.493,342,862,0.397,513,668,0.768,1250,541,239,108,421,669,2813,80.4
12.2233,957,2050,0.467,663,1318,0.503,294,732,0.402,620,786,0.789,1215,486,252,99,432,730,2828,85.7,10.1738,1002,2076,0.483,641,1139,0.563,361,937,0.385,486,624,0.779,1111,527,220,108,348,571,2851,75
11.1534,952,2085,0.457,714,1415,0.505,238,670,0.355,486,708,0.686,1343,461,227,186,374,652,2628,77.3,-3.2435,857,1869,0.459,599,1184,0.506,258,685,0.377,462,647,0.714,1244,493,157,134,477,628,2434,69.5
10.5035,905,1927,0.47,632,1195,0.529,273,732,0.373,432,646,0.669,1275,591,151,162,490,699,2515,71.9,12.2336,1071,2193,0.488,753,1406,0.536,318,787,0.404,535,789,0.678,1393,584,250,162,456,639,2995,83.2
8.7935,980,2044,0.479,665,1262,0.527,315,782,0.403,515,680,0.757,1322,640,181,87,455,552,2790,79.7,11.9435,1031,2186,0.472,687,1326,0.518,344,860,0.4,423,604,0.7,1219,553,272,124,355,557,2829,80.8
4.6235,916,2019,0.454,699,1366,0.512,217,653,0.332,528,791,0.668,1301,467,227,206,389,725,2577,73.6,8.3839,1091,2270,0.481,757,1390,0.545,334,880,0.38,560,787,0.712,1431,614,253,248,454,614,3076,78.9
10.1738,1002,2076,0.483,641,1139,0.563,361,937,0.385,486,624,0.779,1111,527,220,108,348,571,2851,75,11.1534,952,2085,0.457,714,1415,0.505,238,670,0.355,486,708,0.686,1343,461,227,186,374,652,2628,77.3
8.7935,980,2044,0.479,665,1262,0.527,315,782,0.403,515,680,0.757,1322,640,181,87,455,552,2790,79.7,12.2336,1071,2193,0.488,753,1406,0.536,318,787,0.404,535,789,0.678,1393,584,250,162,456,639,2995,83.2
8.3839,1091,2270,0.481,757,1390,0.545,334,880,0.38,560,787,0.712,1431,614,253,248,454,614,3076,78.9,10.1738,1002,2076,0.483,641,1139,0.563,361,937,0.385,486,624,0.779,1111,527,220,108,348,571,2851,75
12.2336,1071,2193,0.488,753,1406,0.536,318,787,0.404,535,789,0.678,1393,584,250,162,456,639,2995,83.2,8.3839,1091,2270,0.481,757,1390,0.545,334,880,0.38,560,787,0.712,1431,614,253,248,454,614,3076,78.9
11.764,1226,2633,0.466,943,1835,0.514,283,798,0.355,642,916,0.701,1748,722,283,139,473,711,3377,84.4,-7.8135,866,2015,0.43,661,1322,0.5,205,693,0.296,656,893,0.735,1228,409,250,111,407,607,2593,74.1
